cardNum	cardId	title	color	level	rarity	imagePath	effect	cutIn	hirameki	illustrator	flavor	qAndA
B07076	0805	「君は思ったより手強いって事がね！」	赤	7	C	1762414027324057.jpg	【パートナー赤】以下から1つ選んで行う。\n・自分の手札が2枚になるまで手札をリムーブする。レベルの合計が、リムーブしたカードのレベルの合計以下になるようにキャラを2枚まで選び、リムーブする。\n・手札をすべてリムーブし、カードを4枚引く。このターン中、相手は【カットイン】と【変装】を使用できない。					Q：このイベントを使用した時点で自分の手札が0枚でも、「・手札をすべてリムーブし～」を選んで行うことはできますか？\nA：はい、可能です。その場合もカードを4枚引きます。\n\nQ：「・手札をすべてリムーブし～」を選んで行い、カードを4枚引く途中でデッキのカードがなくなった場合、手札からリムーブしたカードもリフレッシュに含まれますか？\nA：はい。手札からリムーブしたカードも含まれます。ただし、このイベントカード自体は効果を解決するまでリムーブエリアに置かれないので含まれません。
B07090	0818	「えええええ!?」	黄	7	C	1762414027483318.jpg	自分のリムーブエリアにあるレベル5以下の〚特徴［警視庁］〛のキャラを1枚まで選び、登場させる。〚特徴［警視庁］〛のキャラを1枚まで選び、ターン終了時までAP＋1000し、「このキャラは相手の現場にいるアクティブ状態のキャラを指定してアクションできる。」を与える。		【ヒラメキ】（証拠からリムーブされるときに発動する）カードを1枚引く。			Q：リムーブエリアにあるキャラを選ばず（登場させず）、特徴［警視庁］のキャラを選ぶ（ターン終了時までAP＋1000し、～を与える）ことはできますか？\nA：はい、可能です。リムーブエリアにあるキャラを登場させ、特徴［警視庁］のキャラを選ばないことも可能です。\n\nQ：効果で与えた「このキャラは相手の現場にいるアクティブ状態のキャラを指定してアクションできる。」は、ターン終了時に効果が切れますか？\nA：はい。「ターン終了時まで～し、～する。」効果は、すべてターン終了時に効果が切れます。\n\nQ：このターン中に登場したキャラに「このキャラは相手の現場にいるアクティブ状態のキャラを指定してアクションできる。」を与えた場合、そのキャラはそのターンからすぐにアクティブ状態のキャラを指定してアクションできますか？\nA：いいえ。「このキャラは～アクションできる。」能力は、アクションできる条件を満たしている場合にアクティブ状態のキャラを指定してアクションできるというものです。ですので登場したターンに（名乗り状態で）アクションするには、突撃や迅速が必要です。\n\nQ：すでに自分の現場にキャラが5枚いる場合、キャラを登場させることはできますか？\nA：はい、可能です。その場合は自分の現場にいるキャラを1枚リムーブして登場させることができます。（これを「スイッチ」と言います。）\n\nQ：能力や効果によって登場したキャラの【登場時】能力は発動しますか？\nA：はい、発動します。（このイベントの効果を解決してから解決することができます。）
B07104	0831	ミステリーコースター	黒	7	C	1762414041060117.jpg	【パートナー黒】キャラを1枚まで選び、リムーブする。キャラを1枚まで選び、ターン終了時まで〚突撃〛（登場したターンからすぐにアクションできる）を与える。自分と相手の現場にいるキャラ1枚につき、自分のデッキのカードを上から2枚リムーブする。					Q：「自分と相手の現場にいるキャラ1枚につき、自分のデッキのカードを上から2枚リムーブする」でリムーブする枚数が、デッキの残り枚数より多い場合はどうなりますか？\nA：可能な限りの枚数（デッキの残りのカードすべて）をリムーブします。その後「リフレッシュ」を行いますが、残りの枚数はリムーブしません。
B07014P	0746	弁当型携帯FAX	青	5	CP	1763546798287878.jpg	このイベントを自分の現場にいる【青】のキャラ1枚にセットする。\nこのイベントがセットされているキャラは〚突撃［キャラ］〛（登場したターンからすぐにキャラを指定してアクションできる）と「【宣言】【ターン1】自分のリムーブエリアにあるキャラを1枚まで選び、デッキの上に移す。」を持つ。					Q：自分の現場に【青】のキャラが1枚もない場合でもこのイベントを使用できますか？\nA：はい、可能です。「セットする」を実行できない場合、このイベントは解決後にリムーブエリアに置かれます。（ただし、セットできるキャラがいる場合は必ずセットします。）\n\nQ：このイベントがセットされた名乗り状態のキャラが（能力によって突撃［キャラ］を持った状態で）アクションし、アクション中にこのイベントがセットされていない状態になりました。アクションはどうなりますか？\nA：そのまま継続します。すでに行っているアクションは、アクションできる条件を途中で満たさなくなっても終了することはありません。\n\n●カードのセット\n\nオフィシャルルールマニュアル（［Ver.2.2］では23ページ）をご確認ください。
B07026P	0758	相応しいお方	緑	6	CP	1763546798348796.jpg	【パートナー緑】AP8000以下のキャラを1枚まで選び、リムーブする。このイベントが能力や効果によって使用されていた場合、カードを1枚引く。					Q：「能力や効果によって使用されていた場合」とは具体的にどのような場合ですか？\nA：《遠山和葉＆大岡紅葉/0747/B07015》の【宣言】能力や《ラブリースポット/0546/B05042》の効果などの「イベントを使用する」によって使用した場合に条件を満たします。\n\nQ：このイベントが能力や効果によって使用されていた場合、カードを引かないことは可能ですか？\nA：いいえ、必ずカードを1枚引きます。
B07054P	0783	「アイスクリームは……甘いんだぜ!!」　	白	5	CP	1763546809950052.jpg	【パートナー白】以下から1つ選んで行う。自分の現場に〚カード名［黒羽快斗］〛と〚［中森青子］〛がいる場合、代わりに3つとも行う。（上から順に行う）\n・【白】のキャラを1枚まで選び、ターン終了時までAP＋2000し、〚突撃〛を与える。\n・レベル7以下のスリープ状態のキャラを1枚まで選び、スタンさせる。\n・【白】のキャラを1枚まで選び、ターン終了時まで「このキャラは相手の現場にいるアクティブ状態のキャラを指定してアクションできる。」を与える。					Q：条件を満たしている場合でも、3つではなく1つ選んで行うことはできますか？\nA：いいえ。条件を満たしている場合は3つとも行います。（そのうえで、「1枚まで選び、～」の効果では0枚を選択できます。）\n\nQ：このターン中に登場したキャラに「このキャラは相手の現場にいるアクティブ状態のキャラを指定してアクションできる。」を与えた場合、そのキャラはそのターンからすぐにアクティブ状態のキャラを指定してアクションできますか？\nA：いいえ。「このキャラは～アクションできる。」能力は、アクションできる条件を満たしている場合にアクティブ状態のキャラを指定してアクションできるというものです。ですので登場したターンに（名乗り状態で）アクションするには、突撃や迅速が必要です。\n\n●スタンさせる\n\nQ：「スタンさせる」とはなんですか？\nA：「スタンさせる」効果を受けたキャラは「スタン状態」となり、カードを上下逆向きにします。スタン状態のキャラは、オートフェイズやカードの効果によってアクティブにする場合、代わりにスリープ状態になります。それまでスタン状態は解除されません。\n\nQ：スタン状態のキャラはアクションで指定できますか？\nA：はい。スリープ状態のキャラと同様に指定できます。
B07055P	0784	紅の盟約	白	6	CP	1763546809959568.jpg	【事件赤魔術】【パートナー白】AP8000以下のキャラを1枚まで選び、リムーブする。自分の現場にいるキャラに裏向きでセットされているカードを合わせて2枚リムーブしてもよい。そうした場合、AP6000以下のキャラを1枚まで選び、リムーブする。					Q：【事件赤魔術】のアイコンはなんですか？\nA：自分の事件が特徴［赤魔術］を持つ場合にこの効果が有効になります。\n\nQ：AP8000以下のキャラを選ばず（リムーブせず）、それ以降の効果を解決することは可能ですか？\nA：はい、可能です。AP8000以下のキャラをリムーブし、セットされているカードをリムーブしないことも可能です。\n\nQ：自分の現場にいるキャラに裏向きでセットされているカードを、キャラ2枚から1枚ずつリムーブすることはできますか？\nA：はい、可能です。
B07056P	0785	怪盗キッドと中森王女	白	6	CP	1763546809967467.jpg	自分の現場にいるレベル8以下の〚カード名［黒羽快斗］〛か〚［中森青子］〛を1枚まで選び、アクティブにする。このイベントは自分の現場にスリープ状態の〚カード名［小泉紅子］〛がいる場合に使用できる。					Q：自分の現場にスタン状態のカード名［小泉紅子］がいる場合、このイベントを使用できますか？\nA：いいえ、スリープ状態のカード名［小泉紅子］がいなければ使用できません。\n\nQ：スタン状態のキャラをアクティブにした場合はどうなりますか？\nA：スリープ状態になります。（スタン状態は解除され、アクティブ状態になる代わりにスリープ状態になります。）
B07057P	0786	「時価4億円！」	白	5	CP	1763546809976105.jpg	自分の現場にいる〚カード名［黒羽快斗］〛か〚［怪盗キッド］〛を1枚手札に移してもよい。そうした場合、キャラを1枚まで選び、ターン終了時まで〚突撃〛（登場したターンからすぐにアクションできる）を与え、カードを1枚引く。					Q：キャラを1枚も選ばない（突撃を与えない）場合でも、カードを1枚引きますか？\nA：はい。必ずカードを1枚引きます。
B07058P	0787	「私があなたの心を…盗んであげる…」	白	6	CP	1763546809984615.jpg	【事件赤魔術】自分のリムーブエリアにあるレベル3以下の【白】のキャラを1枚まで選び、登場させる。ターン終了時までそのキャラをAP＋3000し、〚突撃［キャラ］〛（登場したターンからすぐにキャラを指定してアクションできる）を与え、自分のデッキのカードを上から1枚裏向きでそのキャラにセットする。					Q：【事件赤魔術】のアイコンはなんですか？\nA：自分の事件が特徴［赤魔術］を持つ場合にこの効果が有効になります。\n\nQ：能力や効果によって登場したキャラの【登場時】能力は発動しますか？\nA：はい、発動します。（このイベントの効果を解決してから解決することができます。）
B07059P	0788	赤い涙	白	5	RP	1763546825628257.jpg	【パートナー白】AP8000以下のキャラを1枚まで選び、リムーブする。このカードをパートナーエリアに移す。		【ヒラメキ】（証拠からリムーブされるときに発動する）このカードをパートナーエリアに移す。			Q：AP8000以下のキャラを選ばず（リムーブせず）、このカードをパートナーエリアに移すことは可能ですか？\nA：はい。その場合でも必ずパートナーエリアに移します。\n\nQ：パートナーエリアに置けるカードの枚数に上限はありますか？\nA：上限はありません。\n\nQ：【ヒラメキ】を発動させないことはできますか？\nA：はい。発動させないことを選択できます。その場合はそのままリムーブエリアに置かれます。
B07060P	0789	クリスタル・マザー	白	1	CP	1763546825649758.jpg	【パートナー白】カードを1枚引く。手札から自分のFILEエリアの枚数以下のレベルの【白】のキャラを1枚まで登場させる。このカードをパートナーエリアに移す。		【ヒラメキ】（証拠からリムーブされるときに発動する）このカードをパートナーエリアに移す。			Q：手札からキャラを登場させず、このカードをパートナーエリアに移すことは可能ですか？\nA：はい。その場合でも必ずパートナーエリアに移します。\n\nQ：パートナーエリアに置けるカードの枚数に上限はありますか？\nA：上限はありません。\n\nQ：【ヒラメキ】を発動させないことはできますか？\nA：はい。発動させないことを選択できます。その場合はそのままリムーブエリアに置かれます。
B07076P	0805	「君は思ったより手強いって事がね！」	赤	7	CP	1763546825790101.jpg	【パートナー赤】以下から1つ選んで行う。\n・自分の手札が2枚になるまで手札をリムーブする。レベルの合計が、リムーブしたカードのレベルの合計以下になるようにキャラを2枚まで選び、リムーブする。\n・手札をすべてリムーブし、カードを4枚引く。このターン中、相手は【カットイン】と【変装】を使用できない。					Q：このイベントを使用した時点で自分の手札が0枚でも、「・手札をすべてリムーブし～」を選んで行うことはできますか？\nA：はい、可能です。その場合もカードを4枚引きます。\n\nQ：「・手札をすべてリムーブし～」を選んで行い、カードを4枚引く途中でデッキのカードがなくなった場合、手札からリムーブしたカードもリフレッシュに含まれますか？\nA：はい。手札からリムーブしたカードも含まれます。ただし、このイベントカード自体は効果を解決するまでリムーブエリアに置かれないので含まれません。
B07090P	0818	「えええええ!?」	黄	7	CP	1763546825858229.jpg	自分のリムーブエリアにあるレベル5以下の〚特徴［警視庁］〛のキャラを1枚まで選び、登場させる。〚特徴［警視庁］〛のキャラを1枚まで選び、ターン終了時までAP＋1000し、「このキャラは相手の現場にいるアクティブ状態のキャラを指定してアクションできる。」を与える。		【ヒラメキ】（証拠からリムーブされるときに発動する）カードを1枚引く。			Q：リムーブエリアにあるキャラを選ばず（登場させず）、特徴［警視庁］のキャラを選ぶ（ターン終了時までAP＋1000し、～を与える）ことはできますか？\nA：はい、可能です。リムーブエリアにあるキャラを登場させ、特徴［警視庁］のキャラを選ばないことも可能です。\n\nQ：効果で与えた「このキャラは相手の現場にいるアクティブ状態のキャラを指定してアクションできる。」は、ターン終了時に効果が切れますか？\nA：はい。「ターン終了時まで～し、～する。」効果は、すべてターン終了時に効果が切れます。\n\nQ：このターン中に登場したキャラに「このキャラは相手の現場にいるアクティブ状態のキャラを指定してアクションできる。」を与えた場合、そのキャラはそのターンからすぐにアクティブ状態のキャラを指定してアクションできますか？\nA：いいえ。「このキャラは～アクションできる。」能力は、アクションできる条件を満たしている場合にアクティブ状態のキャラを指定してアクションできるというものです。ですので登場したターンに（名乗り状態で）アクションするには、突撃や迅速が必要です。\n\nQ：すでに自分の現場にキャラが5枚いる場合、キャラを登場させることはできますか？\nA：はい、可能です。その場合は自分の現場にいるキャラを1枚リムーブして登場させることができます。（これを「スイッチ」と言います。）\n\nQ：能力や効果によって登場したキャラの【登場時】能力は発動しますか？\nA：はい、発動します。（このイベントの効果を解決してから解決することができます。）
B07104P	0831	ミステリーコースター	黒	7	CP	1763546840511222.jpg	【パートナー黒】キャラを1枚まで選び、リムーブする。キャラを1枚まで選び、ターン終了時まで〚突撃〛（登場したターンからすぐにアクションできる）を与える。自分と相手の現場にいるキャラ1枚につき、自分のデッキのカードを上から2枚リムーブする。					Q：「自分と相手の現場にいるキャラ1枚につき、自分のデッキのカードを上から2枚リムーブする」でリムーブする枚数が、デッキの残り枚数より多い場合はどうなりますか？\nA：可能な限りの枚数（デッキの残りのカードすべて）をリムーブします。その後「リフレッシュ」を行いますが、残りの枚数はリムーブしません。
