cardNum	cardId	title	color	level	rarity	imagePath	effect	cutIn	hirameki	illustrator	flavor	qAndA
B06063	0684	せんぷう剣	白	6	C	1754285220541955.jpg	相手の現場にいるレベル7以下のキャラを1枚まで選び、手札に移す。このイベントを自分の現場にいるレベル8以上の〚特徴［YAIBA］〛のキャラ1枚にセットする。\nこのイベントがセットされているキャラは「【自分ターン中】AP＋2000」を持つ。					Q：「セットする」とは何ですか？\nA：キャラ1枚に、このイベントが付いた状態になります。セットされているキャラが現場を離れる場合、このイベントはリムーブされます。\n\nQ：キャラを選んで手札に移さなくても、このイベントをセットできますか？\nA：はい、可能です。\n\nQ：自分の現場にレベル8以上の特徴［YAIBA］のキャラが1枚もない場合でもこのイベントを使用できますか？\nA：はい、可能です。「セットする」を実行できない場合、このイベントは解決後にリムーブエリアに置かれます。（ただし、セットできるキャラがいる場合は必ずセットします。）\n\nQ：このイベントを1枚のキャラに2枚セットした場合、自分のターン中にAP＋4000されますか？\nA：はい。「【自分ターン中】AP＋2000」を2つ持つことになるので、AP＋4000されます。
B06063P	0684	せんぷう剣	白	6	CP	1755684948614230.jpg	相手の現場にいるレベル7以下のキャラを1枚まで選び、手札に移す。このイベントを自分の現場にいるレベル8以上の〚特徴［YAIBA］〛のキャラ1枚にセットする。\nこのイベントがセットされているキャラは「【自分ターン中】AP＋2000」を持つ。					Q：「セットする」とは何ですか？\nA：キャラ1枚に、このイベントが付いた状態になります。セットされているキャラが現場を離れる場合、このイベントはリムーブされます。\n\nQ：キャラを選んで手札に移さなくても、このイベントをセットできますか？\nA：はい、可能です。\n\nQ：自分の現場にレベル8以上の特徴［YAIBA］のキャラが1枚もない場合でもこのイベントを使用できますか？\nA：はい、可能です。「セットする」を実行できない場合、このイベントは解決後にリムーブエリアに置かれます。（ただし、セットできるキャラがいる場合は必ずセットします。）\n\nQ：このイベントを1枚のキャラに2枚セットした場合、自分のターン中にAP＋4000されますか？\nA：はい。「【自分ターン中】AP＋2000」を2つ持つことになるので、AP＋4000されます。
B06064	0685	刃新陰流風車	白	7	C	1754285220546831.jpg	このイベントを自分の現場にいるレベル8以上の〚特徴［YAIBA］〛のキャラ1枚にセットする。\nこのイベントがセットされているキャラは「このキャラは相手の現場にいるアクティブ状態のキャラを指定してアクションできる。」を持つ。\n【相手ターン中】キャラにセットされていたこのイベントがリムーブエリアに置かれたとき、自分のリムーブエリアにあるレベル5以下の〚特徴［YAIBA］〛のキャラを1枚まで選び、スリープ状態で登場させる。					Q：「セットする」とは何ですか？\nA：キャラ1枚に、このイベントが付いた状態になります。セットされているキャラが現場を離れる場合、このイベントはリムーブされます。\n\nQ：自分の現場にレベル8以上の特徴［YAIBA］のキャラが1枚もない場合でもこのイベントを使用できますか？\nA：はい、可能です。「セットする」を実行できない場合、このイベントは解決後にリムーブエリアに置かれます。（ただし、セットできるキャラがいる場合は必ずセットします。）\n\n●【相手ターン中】能力\n\nQ：「キャラにセットされていたこのイベントがリムーブエリアに置かれたとき」の能力は、どのタイミングで発動しますか？\nA：セットされているこのイベントが効果によってリムーブされたり、セットされているキャラが現場を離れたことにより、このイベントがリムーブエリアに置かれたときに発動します。\n\nQ：相手のターン中に裏向きでセットされていたカードをリムーブしたら《刃新陰流風車/0685/B06064》でした。その場合、【相手ターン中】の能力は発動しますか？\nA：いいえ。裏向きでセットされているカードは情報を持たないので、発動しません。\n\nQ：能力や効果によって登場したキャラの【登場時】能力は発動しますか？\nA：はい、発動します。
B06064P	0685	刃新陰流風車	白	7	CP	1755684948620118.jpg	このイベントを自分の現場にいるレベル8以上の〚特徴［YAIBA］〛のキャラ1枚にセットする。\nこのイベントがセットされているキャラは「このキャラは相手の現場にいるアクティブ状態のキャラを指定してアクションできる。」を持つ。\n【相手ターン中】キャラにセットされていたこのイベントがリムーブエリアに置かれたとき、自分のリムーブエリアにあるレベル5以下の〚特徴［YAIBA］〛のキャラを1枚まで選び、スリープ状態で登場させる。					Q：「セットする」とは何ですか？\nA：キャラ1枚に、このイベントが付いた状態になります。セットされているキャラが現場を離れる場合、このイベントはリムーブされます。\n\nQ：自分の現場にレベル8以上の特徴［YAIBA］のキャラが1枚もない場合でもこのイベントを使用できますか？\nA：はい、可能です。「セットする」を実行できない場合、このイベントは解決後にリムーブエリアに置かれます。（ただし、セットできるキャラがいる場合は必ずセットします。）\n\n●【相手ターン中】能力\n\nQ：「キャラにセットされていたこのイベントがリムーブエリアに置かれたとき」の能力は、どのタイミングで発動しますか？\nA：セットされているこのイベントが効果によってリムーブされたり、セットされているキャラが現場を離れたことにより、このイベントがリムーブエリアに置かれたときに発動します。\n\nQ：相手のターン中に裏向きでセットされていたカードをリムーブしたら《刃新陰流風車/0685/B06064》でした。その場合、【相手ターン中】の能力は発動しますか？\nA：いいえ。裏向きでセットされているカードは情報を持たないので、発動しません。\n\nQ：能力や効果によって登場したキャラの【登場時】能力は発動しますか？\nA：はい、発動します。
B06071	0692	「閃光弾!?」	白	7	C	1754285244524143.jpg	自分と相手の現場にいるスリープ状態のすべてのキャラをスタンさせる。（スタン状態のキャラをアクティブにする場合、代わりにスリープさせる）		【ヒラメキ】（証拠からリムーブされるときに発動する）カードを1枚引く。			Q：「相手の能力や効果によって選ばれない」能力を持つスリープ状態のキャラは、このイベントによってスタンさせられますか？\nA：はい。「キャラを○枚まで選ぶ（選び）」と書かれている効果ではありませんので、影響を受けます。\n\n●スタンさせる\n\nQ：「スタンさせる」とはなんですか？\nA：「スタンさせる」効果を受けたキャラは「スタン状態」となり、カードを上下逆向きにします。スタン状態のキャラは、オートフェイズやカードの効果によってアクティブにする場合、代わりにスリープ状態になります。それまでスタン状態は解除されません。\n\nQ：スタン状態のキャラはアクションで指定できますか？\nA：はい。スリープ状態のキャラと同様に指定できます。
B06071P	0692	「閃光弾!?」	白	7	CP	1755684967066589.jpg	自分と相手の現場にいるスリープ状態のすべてのキャラをスタンさせる。（スタン状態のキャラをアクティブにする場合、代わりにスリープさせる）		【ヒラメキ】（証拠からリムーブされるときに発動する）カードを1枚引く。			Q：「相手の能力や効果によって選ばれない」能力を持つスリープ状態のキャラは、このイベントによってスタンさせられますか？\nA：はい。「キャラを○枚まで選ぶ（選び）」と書かれている効果ではありませんので、影響を受けます。\n\n●スタンさせる\n\nQ：「スタンさせる」とはなんですか？\nA：「スタンさせる」効果を受けたキャラは「スタン状態」となり、カードを上下逆向きにします。スタン状態のキャラは、オートフェイズやカードの効果によってアクティブにする場合、代わりにスリープ状態になります。それまでスタン状態は解除されません。\n\nQ：スタン状態のキャラはアクションで指定できますか？\nA：はい。スリープ状態のキャラと同様に指定できます。
B06082	0702	「説得するよりこの方が早い…」	赤	6	C	1754285244579440.jpg	【解決編】AP8000以下のキャラを1枚まで選び、リムーブする。自分のFILEエリアにあるカードを上から1枚手札に加えてもよい。そうした場合、AP8000以下のキャラを1枚まで選び、リムーブする。（自分の事件が解決編になっている場合、この能力か効果を使える）		【ヒラメキ】（証拠からリムーブされるときに発動する）カードを1枚引く。			Q：FILEエリアにある（【アシスト】した）パートナーカードを手札に加えることはできますか？\nA：いいえ。パートナーカードを除いて上から1枚を手札に加えます。
B06082P	0702	「説得するよりこの方が早い…」	赤	6	CP	1755684967105141.jpg	【解決編】AP8000以下のキャラを1枚まで選び、リムーブする。自分のFILEエリアにあるカードを上から1枚手札に加えてもよい。そうした場合、AP8000以下のキャラを1枚まで選び、リムーブする。（自分の事件が解決編になっている場合、この能力か効果を使える）		【ヒラメキ】（証拠からリムーブされるときに発動する）カードを1枚引く。			Q：FILEエリアにある（【アシスト】した）パートナーカードを手札に加えることはできますか？\nA：いいえ。パートナーカードを除いて上から1枚を手札に加えます。
B06094	0713	高木君のおごり	黄	6	C	1754285264349654.jpg	以下から1つ選んで行う。自分の現場に〚特徴［喫茶ポアロ］〛のキャラが3枚以上いる場合、代わりに2つとも行う。（上から順に行う）\n・アクティブ状態のキャラを1枚まで選び、スタンさせる。\n・スリープ状態のキャラを1枚まで選び、スタンさせる。（スタン状態のキャラをアクティブにする場合、代わりにスリープさせる）		【ヒラメキ】（証拠からリムーブされるときに発動する）カードを1枚引く。			●スタンさせる\n\nQ：「スタンさせる」とはなんですか？\nA：「スタンさせる」効果を受けたキャラは「スタン状態」となり、カードを上下逆向きにします。スタン状態のキャラは、オートフェイズやカードの効果によってアクティブにする場合、代わりにスリープ状態になります。それまでスタン状態は解除されません。\n\nQ：スタン状態のキャラはアクションで指定できますか？\nA：はい。スリープ状態のキャラと同様に指定できます。
B06094P	0713	高木君のおごり	黄	6	CP	1755684985547968.jpg	以下から1つ選んで行う。自分の現場に〚特徴［喫茶ポアロ］〛のキャラが3枚以上いる場合、代わりに2つとも行う。（上から順に行う）\n・アクティブ状態のキャラを1枚まで選び、スタンさせる。\n・スリープ状態のキャラを1枚まで選び、スタンさせる。（スタン状態のキャラをアクティブにする場合、代わりにスリープさせる）		【ヒラメキ】（証拠からリムーブされるときに発動する）カードを1枚引く。			●スタンさせる\n\nQ：「スタンさせる」とはなんですか？\nA：「スタンさせる」効果を受けたキャラは「スタン状態」となり、カードを上下逆向きにします。スタン状態のキャラは、オートフェイズやカードの効果によってアクティブにする場合、代わりにスリープ状態になります。それまでスタン状態は解除されません。\n\nQ：スタン状態のキャラはアクションで指定できますか？\nA：はい。スリープ状態のキャラと同様に指定できます。
B06104	0721	カッ	黒	7	C	1754285264394799.jpg	【パートナー黒】【解決編】すべてのキャラをリムーブする。自分のFILEエリアにあるカードを上から2枚手札に加え、手札からレベル7以下の【黒】のキャラを1枚まで登場させる。このターン中、自分はネクストヒントできない。		【ヒラメキ】（証拠からリムーブされるときに発動する）カードを1枚引く。			Q：このイベントをネクストヒントで使用することはできますか？\nA：はい、可能です。\n\nQ：FILEエリアにある（【アシスト】した）パートナーカードを手札に加えることはできますか？\nA：いいえ。パートナーカードを除いて上から2枚を手札に加えます。
B06104P	0721	カッ	黒	7	CP	1755684985596527.jpg	【パートナー黒】【解決編】すべてのキャラをリムーブする。自分のFILEエリアにあるカードを上から2枚手札に加え、手札からレベル7以下の【黒】のキャラを1枚まで登場させる。このターン中、自分はネクストヒントできない。		【ヒラメキ】（証拠からリムーブされるときに発動する）カードを1枚引く。			Q：このイベントをネクストヒントで使用することはできますか？\nA：はい、可能です。\n\nQ：FILEエリアにある（【アシスト】した）パートナーカードを手札に加えることはできますか？\nA：いいえ。パートナーカードを除いて上から2枚を手札に加えます。
