cardNum	cardId	title	color	rarity	imagePath	difficultyFirst	difficultySecond	effect	illustrator	qAndA
B06013P	0638	厄介な難事件	青	CP	1755741761056424.jpg	7	6	この事件が解決編に移行したとき、自分は手札を1枚リムーブする。\n【解決編】【宣言】【ターン1】〚裏向きの証拠を2つ表向きにする〛：自分のデッキのカードを上から3枚見る。その中から〚カード名［工藤新一］〛か〚［毛利蘭］〛を1枚まで公開して手札に加え、残りを好きな順番でデッキの下に移す。この能力は自分の現場に〚カード名［工藤新一］〛か〚［毛利蘭］〛がいる場合に宣言できる。		Q：パートナーが【アシスト】したときに条件を満たしていた場合、事件を解決編にしないことはできますか？\nA：いいえ、できません。\n\n●【宣言】能力\n\nQ：【宣言】能力の「裏向きの証拠を2つ表向きにする」は、相手の証拠を表向きにすることができますか？\nA：いいえ。【宣言】能力の「:」より左にあるテキスト（コスト）では、自分のカードしか使うことができません。\n\nQ：【宣言】能力の「裏向きの証拠を2つ表向きにする」は、好きな場所の証拠を表向きにすることができますか？\nA：はい。好きな場所のものを2つ選べます。ただし、証拠の順番を変えることはできません。\n\nQ：自分の裏向きの証拠が1つしかない場合、それを表向きにすることで【宣言】能力を使用できますか？\nA：いいえ。2つ表向きにできない場合は【宣言】能力を使用できません。\n\nQ：デッキが3枚ない場合はどうすればよいですか？\nA：デッキの残りのカードをすべて見て効果を解決します。（デッキのカードは見たり公開している時点ではまだデッキにある扱いなので、その時点ではまだ「リフレッシュ」は行いません。）1枚だけ見てそれを手札に加えた場合はその時点で「リフレッシュ」を行い、（手札に加えなかった場合など）見たカードが残っている場合はそれをデッキに移します。\n\nQ：条件を満たすカードがあった場合でも手札に加えないことはできますか？\nA：はい、可能です。
B06036P	0659	鬼丸天下統一プロジェクト	緑	CP	1755684948521359.jpg	7	6	この事件が解決編に移行したとき、自分は手札を1枚リムーブする。\n【解決編】【宣言】【ターン1】〚裏向きの証拠を3つ表向きにする〛：この【宣言】能力のコストによって表向きになった【ヒラメキ】を持つ〚特徴［YAIBA］〛のカードを1枚まで選び、その【ヒラメキ】の効果を発動させてもよい。		Q：パートナーが【アシスト】したときに条件を満たしていた場合、事件を解決編にしないことはできますか？\nA：いいえ、できません。\n\n●【宣言】能力\n\nQ：《ケロ介/0648/B06025》や《「わが味方となるべし!!」/0656/B06033》など、別のエリアに移動する【ヒラメキ】の効果を発動させたらどうなりますか？\nA：効果のとおり移動します。《ケロ介/0648/B06025》であれば（証拠エリアから）登場します。\n\nQ：相手の現場に《世良真純/0579/B05079》がいる場合など、自分が「【ヒラメキ】を発動できない」場合、この事件の能力で【ヒラメキ】の効果を発動させることはできますか？\nA：はい。この能力では【ヒラメキ】の「効果」を発動させるので、「【ヒラメキ】を発動できない」の影響を受けません。\n\nQ：アイコンの条件を満たしていないものなど、有効でない【ヒラメキ】の効果を発動させることはできますか？\nA：発動させることはできますが、何も起こりません。\n\nQ：《コウモリ男（バットマン）/0649/B06026》などが持つ「自分の表向きの証拠を1つまで選び、裏向きにする」効果を発動させた場合、そのカード自体を裏向きにすることはできますか？\nA：はい、可能です。\n\nQ：【宣言】能力の「裏向きの証拠を3つ表向きにする」は、相手の証拠を表向きにすることができますか？\nA：いいえ。【宣言】能力の「:」より左にあるテキスト（コスト）では、自分のカードしか使うことができません。\n\nQ：【宣言】能力の「裏向きの証拠を3つ表向きにする」は、好きな場所の証拠を表向きにすることができますか？\nA：はい。好きな場所のものを3つ選べます。ただし、証拠の順番を変えることはできません。\n\nQ：自分の裏向きの証拠が2つ以下の場合、それらをすべて表向きにすることで【宣言】能力を使用できますか？\nA：いいえ。3つ表向きにできない場合は【宣言】能力を使用できません。
B06043P	0666	恋と推理の剣道大会	緑	CP	1755684948556712.jpg	7	6	この事件が解決編に移行したとき、自分は手札を1枚リムーブする。\n【解決編】【宣言】【ターン1】〚裏向きの証拠を2つ表向きにする〛：自分のデッキのカードを上から3枚見る。その中から〚カード名［服部平次］〛か〚［遠山和葉］〛を1枚まで公開して手札に加え、残りを好きな順番でデッキの下に移す。この能力は自分の現場に〚カード名［服部平次］〛か〚［遠山和葉］〛がいる場合に宣言できる。		Q：パートナーが【アシスト】したときに条件を満たしていた場合、事件を解決編にしないことはできますか？\nA：いいえ、できません。\n\n●【宣言】能力\n\nQ：【宣言】能力の「裏向きの証拠を2つ表向きにする」は、相手の証拠を表向きにすることができますか？\nA：いいえ。【宣言】能力の「:」より左にあるテキスト（コスト）では、自分のカードしか使うことができません。\n\nQ：【宣言】能力の「裏向きの証拠を2つ表向きにする」は、好きな場所の証拠を表向きにすることができますか？\nA：はい。好きな場所のものを2つ選べます。ただし、証拠の順番を変えることはできません。\n\nQ：自分の裏向きの証拠が1つしかない場合、それを表向きにすることで【宣言】能力を使用できますか？\nA：いいえ。2つ表向きにできない場合は【宣言】能力を使用できません。\n\nQ：デッキが3枚ない場合はどうすればよいですか？\nA：デッキの残りのカードをすべて見て効果を解決します。（デッキのカードは見たり公開している時点ではまだデッキにある扱いなので、その時点ではまだ「リフレッシュ」は行いません。）1枚だけ見てそれを手札に加えた場合はその時点で「リフレッシュ」を行い、（手札に加えなかった場合など）見たカードが残っている場合はそれをデッキに移します。\n\nQ：条件を満たすカードがあった場合でも手札に加えないことはできますか？\nA：はい、可能です。
B06065P	0686	伝説の玉探し	白	CP	1755684967034354.jpg	7	6	この事件が解決編に移行したとき、自分は手札を1枚リムーブする。\n【解決編】【宣言】【ターン1】〚裏向きの証拠を2つ表向きにする〛：自分のリムーブエリアにある〚特徴［YAIBA］〛のイベントを1枚まで選び、手札に加える。		Q：パートナーが【アシスト】したときに条件を満たしていた場合、事件を解決編にしないことはできますか？\nA：いいえ、できません。\n\n●【宣言】能力\n\nQ：【宣言】能力の「裏向きの証拠を2つ表向きにする」は、相手の証拠を表向きにすることができますか？\nA：いいえ。【宣言】能力の「:」より左にあるテキスト（コスト）では、自分のカードしか使うことができません。\n\nQ：【宣言】能力の「裏向きの証拠を2つ表向きにする」は、好きな場所の証拠を表向きにすることができますか？\nA：はい。好きな場所のものを2つ選べます。ただし、証拠の順番を変えることはできません。\n\nQ：自分の裏向きの証拠が1つしかない場合、それを表向きにすることで【宣言】能力を使用できますか？\nA：いいえ。2つ表向きにできない場合は【宣言】能力を使用できません。
B06095P	0714	榎本梓誘拐事件	黄	CP	1755684985555041.jpg	7	6	この事件が解決編になったとき、自分は手札を1枚リムーブする。\n【解決編】【宣言】【ターン1】〚裏向きの証拠を2つ表向きにする〛：ターン終了時まで、自分のすべてのエリアにあるキャラは〚特徴［喫茶ポアロ］〛を持つ。		Q：パートナーが【アシスト】したときに条件を満たしていた場合、事件を解決編にしないことはできますか？\nA：いいえ、できません。\n\n●【宣言】能力\n\nQ：「すべてのエリア」にはどのエリアが該当しますか？\nA：現行のルール（オフィシャルルールマニュアル ［Ver.2.1］）においてエリアとして定義している『現場』『パートナー』『事件』『デッキ』『証拠エリア』『FILEエリア』『リムーブエリア』『手札』の8か所が該当します。\n\nQ：【宣言】能力の「裏向きの証拠を2つ表向きにする」は、相手の証拠を表向きにすることができますか？\nA：いいえ。【宣言】能力の「:」より左にあるテキスト（コスト）では、自分のカードしか使うことができません。\n\nQ：【宣言】能力の「裏向きの証拠を2つ表向きにする」は、好きな場所の証拠を表向きにすることができますか？\nA：はい。好きな場所のものを2つ選べます。ただし、証拠の順番を変えることはできません。\n\nQ：自分の裏向きの証拠が1つしかない場合、それを表向きにすることで【宣言】能力を使用できますか？\nA：いいえ。2つ表向きにできない場合は【宣言】能力を使用できません。
B06105P	0722	ブラックインパクト！	黒	RP	1755684985601252.jpg	7	6	この事件が解決編になったとき、自分は手札を1枚リムーブする。\n【解決編】【宣言】【ターン1】〚裏向きの証拠を3つ表向きにする〛：相手は手札を1枚リムーブする。この効果によって相手がレベル6以下のカードをリムーブした場合、自分はカードを1枚引く。\n自分の【黒】のパートナーの【事件解決】能力を以下の能力に書き換える。\n【解決編】【証拠隠滅】【スリープ】〚証拠を事件レベルの数だけリムーブする〛：相手はゲームに敗北する。		Q：パートナーが【アシスト】したときに条件を満たしていた場合、事件を解決編にしないことはできますか？\nA：いいえ、できません。\n\nQ：【黒】以外のパートナーをこの事件と一緒に使用できますか？\nA：はい、可能です。その場合は能力を書き換えないので、パートナーの【事件解決】能力はそのままです。\n\n●【宣言】能力\n\nQ：相手がレベル6以下のカードをリムーブした場合、自分は必ずカードを1枚引きますか？\nA：はい。「引いてもよい」ではないので必ずカードを1枚引きます。\n\nQ：【宣言】能力の「裏向きの証拠を3つ表向きにする」は、相手の証拠を表向きにすることができますか？\nA：いいえ。【宣言】能力の「:」より左にあるテキスト（コスト）では、自分のカードしか使うことができません。\n\nQ：【宣言】能力の「裏向きの証拠を3つ表向きにする」は、好きな場所の証拠を表向きにすることができますか？\nA：はい。好きな場所のものを3つ選べます。ただし、証拠の順番を変えることはできません。\n\nQ：自分の裏向きの証拠が2つ以下の場合、それらをすべて表向きにすることで【宣言】能力を使用できますか？\nA：いいえ。3つ表向きにできない場合は【宣言】能力を使用できません。
B06106P	0723	白の世界	青,黒	CP	1755684985608552.jpg	7	6	この事件が解決編になったとき、相手はカードを1枚引く。\n自分の【黒】のパートナーの【事件解決】能力を以下の能力に書き換える。\n【解決編】【証拠隠滅】【スリープ】〚証拠を事件レベルの数だけリムーブする〛：相手はゲームに敗北する。		Q：パートナーが【アシスト】したときに条件を満たしていた場合、事件を解決編にしないことはできますか？\nA：いいえ、できません。\n\nQ：【黒】以外のパートナーをこの事件と一緒に使用できますか？\nA：はい、可能です。その場合は能力を書き換えないので、パートナーの【事件解決】能力はそのままです。
B06107P	0724	満月の夜の二元ミステリー	緑,黒	CP	1755741761064384.jpg	7	6	この事件が解決編になったとき、相手はカードを1枚引く。\n自分の【黒】のパートナーの【事件解決】能力を以下の能力に書き換える。\n【解決編】【証拠隠滅】【スリープ】〚証拠を事件レベルの数だけリムーブする〛：相手はゲームに敗北する。		Q：パートナーが【アシスト】したときに条件を満たしていた場合、事件を解決編にしないことはできますか？\nA：いいえ、できません。\n\nQ：【黒】以外のパートナーをこの事件と一緒に使用できますか？\nA：はい、可能です。その場合は能力を書き換えないので、パートナーの【事件解決】能力はそのままです。
B06108P	0725	漆黒の特急	白,黒	CP	1755741761071205.jpg	7	6	この事件が解決編になったとき、相手はカードを1枚引く。\n自分の【黒】のパートナーの【事件解決】能力を以下の能力に書き換える。\n【解決編】【証拠隠滅】【スリープ】〚証拠を事件レベルの数だけリムーブする〛：相手はゲームに敗北する。		Q：パートナーが【アシスト】したときに条件を満たしていた場合、事件を解決編にしないことはできますか？\nA：いいえ、できません。\n\nQ：【黒】以外のパートナーをこの事件と一緒に使用できますか？\nA：はい、可能です。その場合は能力を書き換えないので、パートナーの【事件解決】能力はそのままです。
B06109P	0726	紅の修学旅行	青,緑,白,赤,黄	CP	1755741761079181.jpg	7	6	この事件が解決編になったとき、相手はカードを1枚引く。\n自分は〚特徴［高校生］〛以外のキャラを手札から使用できない。（ネクストヒントでの使用も「手札から使用」に含まれる）		Q：特徴［高校生］以外のキャラで【カットイン】や【変装】することはできますか？\nA：はい、可能です。効果による登場や【カットイン】【変装】【ヒラメキ】などは、この事件の能力による制限を受けません。また、イベントの使用には（色以外の）制限はありません。\n\nQ：《服部平次/0167/D06003》の【事件 緑＆白】能力は、この事件カードを使用した場合は有効になりますか？\nA：はい。【緑】も【白】も持っているので有効になります。\n\nQ：パートナーが【アシスト】したときに条件を満たしていた場合、事件を解決編にしないことはできますか？\nA：いいえ、できません。
