cardNum	cardId	title	color	lp	rarity	features	imagePath	effect	illustrator	qAndA
B01025	P003	服部平次	緑	1	C		1714012985549177.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。		{"【事件解決】と【アシスト】は、パートナーがスリープ状態でも行えますか？":"いいえ。どちらの能力も行うためにパートナーをスリープさせる必要があるので、スリープ状態の場合はできません。"}
B01025P	P003	服部平次	緑	1	CP		1714013000968489.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。		{"【事件解決】と【アシスト】は、パートナーがスリープ状態でも行えますか？":"いいえ。どちらの能力も行うためにパートナーをスリープさせる必要があるので、スリープ状態の場合はできません。"}
B01026	P010	服部平蔵	緑	1	C		1714013000973538.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。		{"【事件解決】と【アシスト】は、パートナーがスリープ状態でも行えますか？":"いいえ。どちらの能力も行うためにパートナーをスリープさせる必要があるので、スリープ状態の場合はできません。"}
B01026P	P010	服部平蔵	緑	1	CP		1714013000976205.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。		{"【事件解決】と【アシスト】は、パートナーがスリープ状態でも行えますか？":"いいえ。どちらの能力も行うためにパートナーをスリープさせる必要があるので、スリープ状態の場合はできません。"}
B01042	P004	怪盗キッド	白	1	C		1714013020295439.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。		{"【事件解決】と【アシスト】は、パートナーがスリープ状態でも行えますか？":"いいえ。どちらの能力も行うためにパートナーをスリープさせる必要があるので、スリープ状態の場合はできません。"}
B01042P	P004	怪盗キッド	白	1	CP		1714013020298638.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。		{"【事件解決】と【アシスト】は、パートナーがスリープ状態でも行えますか？":"いいえ。どちらの能力も行うためにパートナーをスリープさせる必要があるので、スリープ状態の場合はできません。"}
B01043	P011	白馬探	白	1	C		1714013020300151.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。		{"【事件解決】と【アシスト】は、パートナーがスリープ状態でも行えますか？":"いいえ。どちらの能力も行うためにパートナーをスリープさせる必要があるので、スリープ状態の場合はできません。"}
B01043P	P011	白馬探	白	1	CP		1714013020303696.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。		{"【事件解決】と【アシスト】は、パートナーがスリープ状態でも行えますか？":"いいえ。どちらの能力も行うためにパートナーをスリープさせる必要があるので、スリープ状態の場合はできません。"}
B01060	P005	赤井秀一	赤	1	C		1714013041191479.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。		{"【事件解決】と【アシスト】は、パートナーがスリープ状態でも行えますか？":"いいえ。どちらの能力も行うためにパートナーをスリープさせる必要があるので、スリープ状態の場合はできません。"}
B01060P	P005	赤井秀一	赤	1	CP		1714013041194477.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。		{"【事件解決】と【アシスト】は、パートナーがスリープ状態でも行えますか？":"いいえ。どちらの能力も行うためにパートナーをスリープさせる必要があるので、スリープ状態の場合はできません。"}
B01061	P012	世良真純	赤	1	C		1714013041197331.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。		{"【事件解決】と【アシスト】は、パートナーがスリープ状態でも行えますか？":"いいえ。どちらの能力も行うためにパートナーをスリープさせる必要があるので、スリープ状態の場合はできません。"}
B01061P	P012	世良真純	赤	1	CP		1714013041200963.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。		{"【事件解決】と【アシスト】は、パートナーがスリープ状態でも行えますか？":"いいえ。どちらの能力も行うためにパートナーをスリープさせる必要があるので、スリープ状態の場合はできません。"}
B01079	P006	安室透	黄	1	C		1714013067503590.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。		{"【事件解決】と【アシスト】は、パートナーがスリープ状態でも行えますか？":"いいえ。どちらの能力も行うためにパートナーをスリープさせる必要があるので、スリープ状態の場合はできません。"}
B01079P	P006	安室透	黄	1	CP		1714013067506736.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。		{"【事件解決】と【アシスト】は、パートナーがスリープ状態でも行えますか？":"いいえ。どちらの能力も行うためにパートナーをスリープさせる必要があるので、スリープ状態の場合はできません。"}
B01080	P013	風見裕也	黄	1	C		1714013067509389.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。		{"【事件解決】と【アシスト】は、パートナーがスリープ状態でも行えますか？":"いいえ。どちらの能力も行うためにパートナーをスリープさせる必要があるので、スリープ状態の場合はできません。"}
B01080P	P013	風見裕也	黄	1	CP		1714013067512548.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。		{"【事件解決】と【アシスト】は、パートナーがスリープ状態でも行えますか？":"いいえ。どちらの能力も行うためにパートナーをスリープさせる必要があるので、スリープ状態の場合はできません。"}
