cardNum	cardId	title	color	level	ap	lp	rarity	features	imagePath	effect	cutIn	hirameki	henso	illustrator	flavor	qAndA
B08008	0849	吉田歩美	青	6	5000	1	R	少年探偵団	1770731204342298.jpg	【登場時】自分のリムーブエリアにある〚特徴［少年探偵団］〛のキャラを1枚まで選び、自分の現場にいる【青】のキャラ1枚の下に重ねる。重ねた場合、ターン終了時までそのキャラに「このキャラは相手の現場にいるアクティブ状態のキャラを指定してアクションできる。」を与える。		【ヒラメキ】（証拠からリムーブされるときに発動する）キャラを1枚まで選び、スリープさせる。				●【宣言】能力\n\nQ：下に重なっているカードの数につき能力を持つキャラ（《結成 少年探偵団/0264》や《円谷光彦/0848》）の下にカードを重ねた場合、それによってそのキャラが持つ能力は増えますか？\nA：はい。【○枚以上】の条件を新たに満たした場合は、該当の能力を持ちます。\n\nQ：「重ねる」とは何ですか？\nA：キャラの下に、選んだカードが重なった状態になります。キャラが現場を離れる場合、重なっているカードはすべてリムーブされます。\n \nQ：重なっているカードは「セットされているカード」に含まれますか？\nA：いいえ。重なっている状態は「セットされている」状態とは異なります。\n \nQ：重なっているカードはどのように扱われますか？ リムーブされたら【現場リムーブ時】などの能力は発動しますか？\nA：重なっているカードは情報を持たず、カードとしては現場にありますが、現場にいるキャラの数としては数えません（重なっている枚数のみ参照されます）。情報を持たないので、それらのカードの能力も発動することはありません。
B08009	0850	小林澄子	青	6	5000	1	C	教師	1770731204349203.jpg	【宣言】【ターン1】【スリープ】〚デッキのカードを上から2枚リムーブする〛：手札からレベル4以下の〚特徴［少年探偵団］〛のキャラを1枚まで登場させる。		【ヒラメキ】自分のリムーブエリアにある〚特徴［少年探偵団］〛のキャラを1枚まで選び、手札に加える。				●【宣言】能力\n\nQ：【宣言】能力の「デッキのカードを上から2枚リムーブする」は、相手のデッキのカードをリムーブすることができますか？\nA：いいえ。【宣言】能力の「:」より左にあるテキスト（コスト）では、自分のカードしか使うことができません。\n\nQ：自分のデッキが1枚以下の場合、それらをすべてリムーブすることでこのキャラの【宣言】能力を使用できますか？\nA：いいえ。2枚リムーブできない場合は【宣言】能力を使用できません。\n\nQ：能力や効果によって登場したキャラの【登場時】能力は発動しますか？\nA：はい、発動します。
B08010	0851	真田貴大	青	4	4000	0	C	サッカー選手	1770731204355761.jpg	【絆比護隆佑】〚突撃［キャラ］〛（登場したターンからすぐにキャラを指定してアクションできる）\n相手の現場にいるキャラがこのキャラとのコンタクトによってリムーブされたとき、カードを1枚引く。						●【絆】\n\nQ：名乗り状態のこのキャラが（能力によって突撃［キャラ］を持った状態で）アクションし、アクション中に【絆】能力が有効でなくなりました。アクションはどうなりますか？\nA：そのまま継続します。すでに行っているアクションは、アクションできる条件を途中で満たさなくなっても終了することはありません。
B08011	0852	東尾マリア	青	3	2000	0	C		1770731204362110.jpg	〚ミスリード1〛（相手の推理に対し、スリープさせることでLP－1する）\n【宣言】【スリープ】〚デッキの下に移す〛：自分の現場にいるLP1以下の〚カード名［灰原哀］〛を1枚まで選び、ターン終了時までLP＋1する。				п猫Ｒ		●ミスリード\n\nQ：「ミスリード1」とはなんですか？\nA：相手のキャラかパートナーが推理したとき、自分の現場にいるアクティブ状態のミスリードを持つキャラをスリープさせることで、推理したパートナー／キャラを（その推理の終了時まで）LP－1します。\n\nQ：「ミスリード」は1回の推理に対して複数行えますか？\nA：はい。1回につき何枚でも同時に行えます。
B08012	0853	比護隆佑	青	5	5000	0	C	サッカー選手	1770731204369543.jpg	【絆真田貴大】〚突撃［事件］〛（登場したターンからすぐに事件を指定してアクションできる）\nこのキャラのアクション［事件］によって証拠を得たとき、カードを1枚引く。						●【絆】\n\nQ：名乗り状態のこのキャラが（能力によって突撃［事件］を持った状態で）アクションし、アクション中に【絆】能力が有効でなくなりました。アクションはどうなりますか？\nA：そのまま継続します。すでに行っているアクションは、アクションできる条件を途中で満たさなくなっても終了することはありません。
B08012P	0853	比護隆佑	青	5	5000	0	CP	サッカー選手	1770878966382169.jpg	【絆真田貴大】〚突撃［事件］〛（登場したターンからすぐに事件を指定してアクションできる）\nこのキャラのアクション［事件］によって証拠を得たとき、カードを1枚引く。				三日月なぎさ		●【絆】\n\nQ：名乗り状態のこのキャラが（能力によって突撃［事件］を持った状態で）アクションし、アクション中に【絆】能力が有効でなくなりました。アクションはどうなりますか？\nA：そのまま継続します。すでに行っているアクションは、アクションできる条件を途中で満たさなくなっても終了することはありません。
B08013	0854	毛利小五郎	青	2	1000	1	C	探偵|毛利探偵事務所	1770731204376038.jpg		【カットイン】AP＋2000（コンタクト中に手札からリムーブして使う）					
B08014	0855	毛利蘭	青	7	7000	1	C	高校生|毛利探偵事務所|空手家	1770731204386897.jpg	〚突撃〛（登場したターンからすぐにアクションできる）\nこのキャラがアクションしたとき、ターン終了時までこのキャラは「ターン終了時、このターン中にこのキャラが自分のMRの能力によって選ばれていなかった場合、このキャラを現場から手札に移す。」を持つ。						●「このキャラがアクションしたとき」能力\n\nQ：「MRの能力によって選ばれる」とは何ですか？\nA：自分の現場やパートナーエリアにいるMRのキャラが持つ「キャラを○枚まで選ぶ（選び）」と書かれている能力の効果によって選ばれることを指します。\n\nQ：この能力が発動する（このキャラがアクションする）より前に自分のMRの能力によって選ばれていた場合、「このターン中に～選ばれていなかった場合」の条件は満たさなくなりますか？\nA：はい。能力が発動する前後に関係なく、自分のMRの能力によって選ばれていた場合は条件を満たさなくなります。
B08014P	0855	毛利蘭	青	7	7000	1	CP	高校生|毛利探偵事務所|空手家	1770878966388438.jpg	〚突撃〛（登場したターンからすぐにアクションできる）\nこのキャラがアクションしたとき、ターン終了時までこのキャラは「ターン終了時、このターン中にこのキャラが自分のMRの能力によって選ばれていなかった場合、このキャラを現場から手札に移す。」を持つ。						●「このキャラがアクションしたとき」能力\n\nQ：「MRの能力によって選ばれる」とは何ですか？\nA：自分の現場やパートナーエリアにいるMRのキャラが持つ「キャラを○枚まで選ぶ（選び）」と書かれている能力の効果によって選ばれることを指します。\n\nQ：この能力が発動する（このキャラがアクションする）より前に自分のMRの能力によって選ばれていた場合、「このターン中に～選ばれていなかった場合」の条件は満たさなくなりますか？\nA：はい。能力が発動する前後に関係なく、自分のMRの能力によって選ばれていた場合は条件を満たさなくなります。
B08015	0856	若狭留美	青	5	5000	1	C	教師	1770731204394683.jpg	自分のターン終了時、自分の現場に〚カード名［灰原哀］〛がいる場合、このキャラをアクティブにする。\n【宣言】【スリープ】：カードを1枚引き、手札を1枚リムーブする。						●「自分のターン終了時」能力\n\nQ：アクティブにしたキャラで再び推理やアクションすることはできますか？\nA：いいえ。「ターン終了時」の能力が発動するのはエンドフェイズなので、メインフェイズの行動は（次の自分のターンまで）行うことができません。\n\nQ：スタン状態のキャラをアクティブにした場合はどうなりますか？\nA：スリープ状態になります。（スタン状態は解除され、アクティブ状態になる代わりにスリープ状態になります。）
B08016	0857	脇田兼則	青	4	4000	0	C	寿司職人	1770731204402610.jpg	【事件青＆黒】【事件編】【登場時】自分のデッキのカードを上から3枚見る。その中から【青】か【黒】のキャラを1枚まで公開して手札に加え、残りを好きな順番でデッキの下に移す。カードを手札に加えた場合、手札を1枚リムーブする。\n【相手ターン中】【現場リムーブ時】手札から【現場リムーブ時】を持つキャラを1枚リムーブしてもよい。そうした場合、カードを2枚引く。						●【登場時】能力\n\nQ：デッキが3枚ない場合はどうすればよいですか？\nA：デッキの残りのカードをすべて見て効果を解決します。（デッキのカードは見たり公開している時点ではまだデッキにある扱いなので、その時点ではまだ「リフレッシュ」は行いません。）1枚だけ見てそれを手札に加えた場合はその時点で「リフレッシュ」を行い、（手札に加えなかった場合など）見たカードが残っている場合はそれをデッキに移します。\n\nQ：条件を満たすカードがあった場合でも手札に加えないことはできますか？\nA：はい、可能です。\n\n●【現場リムーブ時】能力\n\nQ：「カードを2枚引く」効果で「リフレッシュ」が発生した場合、このカードはシャッフルしてデッキに置かれるカードに含まれますか？\nA：はい、含まれます。【現場リムーブ時】能力はそのカードがリムーブエリアに置かれた状態で効果を解決します。
B08019	0859	大岡紅葉＆伊織無我	緑	9	8000	2	MR	高校生|執事	1770731204422753.jpg	【パートナー緑】【自分ターン中】【ターン1】自分の現場にこのキャラ以外の〚カード名［大岡紅葉］〛か〚［伊織無我］〛が登場したとき、AP8000以下のキャラを1枚まで選び、リムーブする。\n【宣言】【ターン1】自分か相手の現場にいるキャラに裏向きでセットされているカードを合わせて2枚リムーブしてもよい。（自分と相手で1枚ずつリムーブできる）そうした場合、カードを1枚引く。この能力は自分の現場に〚カード名［大岡紅葉］〛か〚［伊織無我］〛がいる場合に宣言できる。この能力はパートナーエリアでも宣言できる。	【カットイン】AP＋2000			三日月なぎさ		●【自分ターン中】能力\n\nQ：このキャラが現場にいるとき、自分の現場に《大岡紅葉＆伊織無我/0859》が登場しました。このキャラはMR能力によってリムーブされますが、このキャラの能力は発動しますか？\nA：いいえ、発動しません。MR能力によるリムーブは登場と同時に行われるので、《大岡紅葉＆伊織無我/0859》が登場した時点でこのキャラは現場におらず、能力は発動しません。\n\n●【宣言】能力\n\nQ：裏向きでセットされているカードの表面を確認することはできますか？\nA：自分のものも含め、裏向きでセットされているカードの表面は確認できません。\n\n●MR能力\n\nオフィシャルルールマニュアル（［Ver.2.3］では26ページ）をご確認ください。\n\n●キャラの名前が複数あるカード名のルール\n\nオフィシャルルールマニュアル（［Ver.2.3］では27ページ）をご確認ください。
B08019P	0859	大岡紅葉＆伊織無我	緑	9	8000	2	MRP	高校生|執事	1770878966407390.jpg	【パートナー緑】【自分ターン中】【ターン1】自分の現場にこのキャラ以外の〚カード名［大岡紅葉］〛か〚［伊織無我］〛が登場したとき、AP8000以下のキャラを1枚まで選び、リムーブする。\n【宣言】【ターン1】自分か相手の現場にいるキャラに裏向きでセットされているカードを合わせて2枚リムーブしてもよい。（自分と相手で1枚ずつリムーブできる）そうした場合、カードを1枚引く。この能力は自分の現場に〚カード名［大岡紅葉］〛か〚［伊織無我］〛がいる場合に宣言できる。この能力はパートナーエリアでも宣言できる。	【カットイン】AP＋2000			三日月なぎさ		●【自分ターン中】能力\n\nQ：このキャラが現場にいるとき、自分の現場に《大岡紅葉＆伊織無我/0859》が登場しました。このキャラはMR能力によってリムーブされますが、このキャラの能力は発動しますか？\nA：いいえ、発動しません。MR能力によるリムーブは登場と同時に行われるので、《大岡紅葉＆伊織無我/0859》が登場した時点でこのキャラは現場におらず、能力は発動しません。\n\n●【宣言】能力\n\nQ：裏向きでセットされているカードの表面を確認することはできますか？\nA：自分のものも含め、裏向きでセットされているカードの表面は確認できません。\n\n●MR能力\n\nオフィシャルルールマニュアル（［Ver.2.3］では26ページ）をご確認ください。\n\n●キャラの名前が複数あるカード名のルール\n\nオフィシャルルールマニュアル（［Ver.2.3］では27ページ）をご確認ください。
B08020	0860	遠山和葉	緑	8	7000	2	SR	高校生	1770731204429027.jpg	【登場時】自分のデッキのカードを上から4枚見る。その中から【緑】のイベントを1枚まで公開して手札に加え、残りを好きな順番でデッキの下に移す。カードを手札に加えた場合、手札を1枚リムーブする。\n【自分ターン中】【ターン1】自分が【緑】のイベントを使用したとき、AP8000以下のキャラを1枚まで選び、リムーブする。（イベントを解決してからキャラを選ぶ）				谷川なか		●【登場時】能力\n\nQ：デッキが4枚ない場合はどうすればよいですか？\nA：デッキの残りのカードをすべて見て効果を解決します。（デッキのカードは見たり公開している時点ではまだデッキにある扱いなので、その時点ではまだ「リフレッシュ」は行いません。）1枚だけ見てそれを手札に加えた場合はその時点で「リフレッシュ」を行い、（手札に加えなかった場合など）見たカードが残っている場合はそれをデッキに移します。\n\nQ：条件を満たすカードがあった場合でも手札に加えないことはできますか？\nA：はい、可能です。\n\n●【自分ターン中】能力\n\nQ：【緑】のイベントの【カットイン】や【ヒラメキ】によってこの能力は発動しますか？\nA：いいえ、発動しません。\n\nQ：《ラブリースポット/0546》を使用した場合、この能力の効果と《ラブリースポット/0546》の効果で使用したイベントの効果はどちらを先に解決しますか？\nA：《ラブリースポット/0546》で使用したイベントの効果を先に解決します。\n\nQ：【ターン1】で発動する能力は、同じキャラが複数自分の現場にいる場合、すべて同時に発動しますか？\nA：はい。すべて同時に発動し、好きな順番で解決します。（条件を満たしたときに発動させないことは選択できません。）\n\nQ：【ターン1】の能力で0枚を選びました（何もリムーブしませんでした）。この場合、次に条件を満たしたときに能力を発動することはできますか？\nA：いいえ。0枚を選んだ場合でも能力そのものが一度発動しているので、このターン中は条件を満たしても発動しません。
