cardNum	cardId	title	color	lp	rarity	features	imagePath	effect	illustrator	qAndA
PR022	P001	江戸川コナン	青	1	PR		1714013186086470.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが8枚以上ある場合、事件を解決編にする。		
PR069	P001	江戸川コナン	青	1	PR		1753702551165355.jpg			
PR070	P001	江戸川コナン	青	1	PR		1753702551173026.jpg			
PR071	P001	江戸川コナン	青	1	PR		1753702551181773.jpg			
PR072	P001	江戸川コナン	青	1	PR		1753702551188457.jpg			
PR074	P001	江戸川コナン	青	1	PR		1753702551201127.jpg			
PR075	P003	服部平次	緑	1	PR		1753702551208685.jpg			
PR076	P004	怪盗キッド	白	1	PR		1753702551214754.jpg			
PR077	P005	赤井秀一	赤	1	PR		1753702551221914.jpg			
PR078	P006	安室透	黄	1	PR		1753702551228344.jpg			
PR079	P028	ジン	黒	1	PR		1753702551234465.jpg			
PR110	P045	江戸川コナン＆毛利蘭＆毛利小五郎	青	1	PR		1743742688663362.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。		
PR111	P046	大和敢助＆諸伏高明＆上原由衣	黄	1	PR		1743742688670687.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。		
PR112	P045	江戸川コナン＆毛利蘭＆毛利小五郎	青	1	PR		1743742688675981.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。		
PR113	P046	大和敢助＆諸伏高明＆上原由衣	黄	1	PR		1743742688680560.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。		
PR119	P001	江戸川コナン	青	1	PR		1747874027754868.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。	株式会社Trys	
PR120	P007	工藤新一	青	1	PR		1747874027763029.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。	株式会社Trys	
PR121	P031	毛利蘭	青	1	PR		1747874027769195.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。	株式会社Trys	
PR122	P009	毛利小五郎	青	1	PR		1747874027775961.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。	株式会社Trys	
PR123	P008	灰原哀	青	1	PR		1747874027782568.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。	株式会社Trys	
PR124	P003	服部平次	緑	1	PR		1747874027788719.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。	株式会社Trys	
PR125	P004	怪盗キッド	白	1	PR		1747874027795564.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。	株式会社Trys	
PR126	P005	赤井秀一	赤	1	PR		1747874027802408.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。	株式会社Trys	
PR127	P006	安室透	黄	1	PR		1747874027808422.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。	株式会社Trys	
PR128	P042	大和敢助	黄	1	PR		1747874027816484.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。	株式会社Trys	
PR129	P043	諸伏高明	黄	1	PR		1747874027823556.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。	株式会社Trys	
PR130	P044	上原由衣	黄	1	PR		1747874027830956.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。	株式会社Trys	
PR190	P031	毛利蘭	青	1	PR		1761913346576814.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。		
PR191	P067	小泉紅子	白	1	PR		1761913346584461.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。	株式会社HIKE	
PR214	P001	江戸川コナン	青	1	PR		1769159335977415.jpg			
PR215	P001	江戸川コナン	青	1	PR		1769159335983073.jpg			
PR216	P001	江戸川コナン	青	1	PR		1769159335989323.jpg			
PR217	P001	江戸川コナン	青	1	PR		1769159335995115.jpg			
PR219	P031	毛利蘭	青	1	PR		1769159336007836.jpg			
PR220	P032	遠山和葉	緑	1	PR		1769159336013168.jpg			
PR221	P033	鈴木園子	白	1	PR		1769159336019686.jpg			
PR222	P012	世良真純	赤	1	PR		1769159336025791.jpg			
PR223	P021	佐藤美和子	黄	1	PR		1769159336031230.jpg			
PR224	P029	ベルモット	黒	1	PR		1769159336037352.jpg			
PR225	P001	江戸川コナン	青	1	PR		1769159336043509.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。		
PR226	P003	服部平次	緑	1	PR		1769159336048094.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。		
PR227	P004	怪盗キッド	白	1	PR		1769159336054768.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。		
PR228	P005	赤井秀一	赤	1	PR		1769159336060752.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。		
PR229	P006	安室透	黄	1	PR		1769159336066268.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。		
PR248	P078	江戸川コナン&毛利蘭	青	1	PR		1776333828548361.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。	株式会社フーモア	
PR249	P032	遠山和葉	緑	1	PR		1776333828559436.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。	株式会社フーモア	
PR250	P033	鈴木園子	白	1	PR		1776333828569404.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。	株式会社フーモア	
PR251	P012	世良真純	赤	1	PR		1776333828577292.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。	株式会社フーモア	
PR252	P076	萩原千速	黄	1	PR		1776333828586414.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。	虹鳩えむ	
PR253	P077	横溝重悟	黄	1	PR		1776333828596829.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。	まのい	
PR254	P038	松田陣平	黄	1	PR		1776333828604120.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。	まのい	
PR255	P079	萩原研二	黄	1	PR		1776333828612677.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。	まのい	
PR256	P028	ジン	黒	1	PR		1776333828621452.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。	虹鳩えむ	
PR257	P029	ベルモット	黒	1	PR		1776333828629825.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。	虹鳩えむ	
PR258	P080	江戸川コナン＆世良真純	青	1	PR		1776331415751744.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。	株式会社フーモア	
PR259	P081	萩原千速＆横溝重悟＆萩原研二＆松田陣平	黄	1	PR		1776331415761887.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。	株式会社フーモア	
PR260	P080	江戸川コナン＆世良真純	青	1	PR		1776331415769450.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。	株式会社フーモア	
PR261	P081	萩原千速＆横溝重悟＆萩原研二＆松田陣平	黄	1	PR		1776331415776369.jpg	【解決編】【事件解決】【スリープ】：自分の証拠が事件レベルの数以上ある場合、ゲームに勝利する。\n【アシスト】【スリープ】：FILEエリアに移動する。自分のFILEエリアにカードが7枚以上ある場合、事件を解決編にする。	株式会社フーモア	
